"No.","Time","Source","Destination","Protocol","Length","Info"
"40","16.239478","0c:5b:73:54:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG** PARTNER 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A"
"41","16.353089","0c:5b:50:82:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"42","17.943105","00:50:79:66:68:00","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.5"
"43","18.648711","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"44","18.648747","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"45","18.941691","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"46","18.941727","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"47","18.943726","00:50:79:66:68:00","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.5"
"48","19.943930","00:50:79:66:68:00","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.5"
"49","20.005932","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"50","22.911924","0c:0d:d2:f5:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A PARTNER 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG**"
"51","25.138852","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0xcf0b, seq=1/256, ttl=64 (no response found!)"
"52","25.751776","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"53","27.139152","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0xd10b, seq=2/512, ttl=64 (no response found!)"
"54","29.145659","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0xd30b, seq=3/768, ttl=64 (no response found!)"
"55","29.318921","192.168.0.5","192.168.0.2","ICMP","98","Echo (ping) request  id=0xd40b, seq=1/256, ttl=64 (reply in 56)"
"56","29.324141","192.168.0.2","192.168.0.5","ICMP","98","Echo (ping) reply    id=0xd40b, seq=1/256, ttl=64 (request in 55)"
"57","30.004452","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"58","30.326663","192.168.0.5","192.168.0.2","ICMP","98","Echo (ping) request  id=0xd50b, seq=2/512, ttl=64 (reply in 59)"
"59","30.330176","192.168.0.2","192.168.0.5","ICMP","98","Echo (ping) reply    id=0xd50b, seq=2/512, ttl=64 (request in 58)"
"60","31.140564","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0xd50b, seq=4/1024, ttl=64 (no response found!)"
"61","31.340513","192.168.0.5","192.168.0.2","ICMP","98","Echo (ping) request  id=0xd60b, seq=3/768, ttl=64 (reply in 62)"
"62","31.341016","192.168.0.2","192.168.0.5","ICMP","98","Echo (ping) reply    id=0xd60b, seq=3/768, ttl=64 (request in 61)"
"63","32.348206","192.168.0.5","192.168.0.2","ICMP","98","Echo (ping) request  id=0xd70b, seq=4/1024, ttl=64 (reply in 64)"
"64","32.355518","192.168.0.2","192.168.0.5","ICMP","98","Echo (ping) reply    id=0xd70b, seq=4/1024, ttl=64 (request in 63)"
"65","32.527525","00:50:79:66:68:02","Broadcast","ARP","64","Who has 192.168.0.4? Tell 192.168.0.3"
"66","33.140759","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0xd70b, seq=5/1280, ttl=64 (reply in 67)"
"67","33.145557","192.168.0.3","192.168.0.6","ICMP","98","Echo (ping) reply    id=0xd70b, seq=5/1280, ttl=64 (request in 66)"
"68","33.357479","192.168.0.5","192.168.0.2","ICMP","98","Echo (ping) request  id=0xd80b, seq=5/1280, ttl=64 (reply in 69)"
"69","33.357915","192.168.0.2","192.168.0.5","ICMP","98","Echo (ping) reply    id=0xd80b, seq=5/1280, ttl=64 (request in 68)"
"70","35.750005","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"71","38.979272","00:50:79:66:68:05","Broadcast","ARP","64","Who has 192.168.0.2? Tell 192.168.0.4"
"72","39.979926","00:50:79:66:68:05","Broadcast","ARP","64","Who has 192.168.0.2? Tell 192.168.0.4"
"73","40.002920","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"74","40.980755","00:50:79:66:68:05","Broadcast","ARP","64","Who has 192.168.0.2? Tell 192.168.0.4"
"75","41.818198","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","CDP","418","Device ID: vIOS-L2-01  Port ID: GigabitEthernet0/3  "
"76","41.958707","00:50:79:66:68:04","Broadcast","ARP","64","Who has 192.168.0.3? Tell 192.168.0.2"
"77","43.467534","0c:68:02:cc:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"78","44.289504","0c:68:02:cc:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"79","44.921733","0c:5b:73:54:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG** PARTNER 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A"
"80","45.580169","0c:5b:73:54:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"81","45.641798","0c:bb:fa:db:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"82","45.642027","0c:bb:fa:db:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"83","45.749502","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"84","46.112903","0c:bb:fa:db:00:02","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"85","46.113006","0c:bb:fa:db:00:03","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"86","46.113128","0c:bb:fa:db:00:03","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"87","46.113445","0c:bb:fa:db:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"88","46.114460","0c:bb:fa:db:00:01","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"89","46.114475","0c:bb:fa:db:00:01","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"90","46.348367","0c:5b:50:82:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"91","46.917579","0c:5b:73:54:00:03","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"92","46.917925","0c:5b:73:54:00:01","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"93","46.918034","0c:5b:73:54:00:03","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"94","46.922322","0c:5b:73:54:00:08","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"95","46.922345","0c:5b:73:54:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"96","46.922458","0c:5b:73:54:00:01","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console"
"97","48.644153","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"98","48.644202","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"99","48.645309","0c:0d:d2:f5:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A PARTNER 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG**"
"100","48.938139","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"101","48.938178","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"102","50.001419","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"103","53.398498","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.4? Tell 192.168.0.6"
"104","54.391309","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.4? Tell 192.168.0.6"
"105","55.391991","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.4? Tell 192.168.0.6"
"106","55.748998","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"107","57.879504","00:50:79:66:68:02","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.3"
"108","58.887750","00:50:79:66:68:02","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.3"
"109","59.880739","00:50:79:66:68:02","Broadcast","ARP","64","Who has 192.168.0.1? Tell 192.168.0.3"
"110","60.000945","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"111","61.913203","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","CDP","418","Device ID: vIOS-L2-01  Port ID: GigabitEthernet0/3  "
"112","65.747733","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"113","66.435438","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.22? Tell 192.168.0.6"
"114","67.445608","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.22? Tell 192.168.0.6"
"115","68.439508","00:50:79:66:68:03","Broadcast","ARP","64","Who has 192.168.0.22? Tell 192.168.0.6"
"116","69.999362","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"117","72.142987","0c:5b:73:54:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG** PARTNER 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A"
"118","73.002808","00:50:79:66:68:01","Broadcast","ARP","64","Who has 192.168.0.2? Tell 192.168.0.1"
"119","73.463191","0c:68:02:cc:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"120","74.285605","0c:68:02:cc:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"121","75.003197","0c:0d:d2:f5:00:03","Slow-Protocols","LACP","124","v1 ACTOR 0c:0d:d2:f5:00:00 P: 4 K: 2 **DCSG*A PARTNER 0c:5b:73:54:00:00 P: 4 K: 1 **DCSG**"
"122","75.583563","0c:5b:73:54:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"123","75.639511","0c:bb:fa:db:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"124","75.639710","0c:bb:fa:db:00:01","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"125","75.745923","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"126","76.400891","0c:5b:50:82:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"127","78.626778","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0x050c, seq=1/256, ttl=64 (no response found!)"
"128","78.647587","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"129","78.647630","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"130","78.934606","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","60","Dynamic Trunk Protocol"
"131","78.934635","0c:0d:d2:f5:00:03","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunk Protocol"
"132","80.004808","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"133","80.628050","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0x070c, seq=2/512, ttl=64 (no response found!)"
"134","82.629707","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0x090c, seq=3/768, ttl=64 (no response found!)"
"135","84.629005","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0x0b0c, seq=4/1024, ttl=64 (no response found!)"
"136","85.744403","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"137","86.629440","192.168.0.6","192.168.0.3","ICMP","98","Echo (ping) request  id=0x0d0c, seq=5/1280, ttl=64 (no response found!)"
"138","90.003322","0c:5b:73:54:00:03","0c:5b:73:54:00:03","LOOP","60","Reply"
"139","95.744005","0c:0d:d2:f5:00:03","0c:0d:d2:f5:00:03","LOOP","60","Reply"
"140","99.378942","0c:5b:73:54:00:03","CDP/VTP/DTP/PAgP/UDLD","CDP","418","Device ID: vIOS-L2-01  Port ID: GigabitEthernet0/3  "
